strengths,weaknesses,review_id,submission_id,type,review_text
"['Novelty and Innovation', 'Presentation and Clarity', 'Data Collection and Methodology']","['Novelty', 'Clarity', 'Methodology Description']",udnA0KafJk,EQhUvWH78U,human,"The present paper evaluates and improves the ability of LLMs to ask goal-directed questions and take actions in a dynamic environment. For this, the authors design a novel task called Collaborative Battleship. They run a human study on this task and compare human performance to that of various LLMs. This revealed a performance gap that the authors then subsequently address by developing Bayesian-inspired inference-time strategies for LLMs, leading to significant improvement in LLM performance.
I enjoyed this paper a lot. It has all the ingredients for a great paper: a new task, human evaluation, a decent set of different models that are evaluated, a novel technique for improving models, and demonstration that the findings generalize to another domain. The paper was exceptionally well written and easy to follow. The method is clean and simple, yet effective. CaptainQA is an interesting agentic test bed for LLMs and the whole methodology fits thematically well into ICLR.
I found the usage of the term Bayes-rational weird. Best to my knowledge, this is not an accepted term in the literature. It implies that the strategies developed by the authors are Bayes-optimal, which is not the case (as also noted by the authors). To avoid this confusion, I would suggest using a different term instead.

There is not so much negative to say about the paper. Perhaps the only downside is that, while the results and methods are interesting, they are not groundbreaking. For me, that is the only reason for giving this paper a score of 8 (instead of the full 10).

Minor:
* RSA not defined (p9).
The indicator function in Equation 1 seems to be redundant (unless I am missing something).

The authors find that GPT-5 does not significantly benefit from Bayesian question or move selection. This raises the question of whether the proposed is useful for future models. Do you think that there is a risk of this being the case?

I was a bit confused by the description of Equation 7. Why is \pi_{t+1}^a introduced but then never used? Why p_{t+1}^{hit} defined as a distribution over questions? That seems strange. Why is u_t^* mentioned twice under step 2?"
"['Insights and Analysis', 'Performance Improvement', 'Benchmarks']","['Justification and Motivation', 'Clarity', 'Presentation Issues']",PGWjUzUHJs,58NA3unZj5,human,"The authors trained a 7B diffusion large language model (dLLM), DiffuCoder, on 130B tokens of code and analyzed its decoding behavior on the “AR-ness” of the its sampling process. The authors’ contributions are two-fold: 1. proposed a global and a local AR-ness metric for dLLMs and used the metrics to analyze the sampling process; 2. proposed coupled-GRPO, a RL technique that adapts GRPO of autoregressive LLMs to dLLMs.
1. The proposed AR-ness metrics are intriguing and provide insightful analysis of how and when discrete diffusion models exhibit autoregressive-like behavior. While some obervations may seem intuitive, concluding them in a formal way is a meaningful contribution.
2. The introduction of Coupled-GRPO is a simple yet effective technique for adapting GRPO to discrete diffusion models. Table 1 presents a comprehensive benchmark across various LLMs and dLLMs, showing that DiffuCoder clearly outperforms other diffusion-based counterparts, and that DiffuCoder + Coupled-GRPO further improves upon the base model. I also agree that approaches which make dLLMs overly autoregressive undermine their purpose, so it is encouraging to see these results.
The two main contributions of the paper are valuable in their own right, but I find it difficult to fully understand how they connect as part of a unified method. While the AR-ness metrics are conceptually interesting and insightful, it remains unclear how they relate to or motivate the proposed Coupled-GRPO. Specifically, how does Coupled-GRPO address or influence the behavior measured by the AR-ness metrics? There is only a brief discussion around line 468 and a few related observations in Appendix D.4, but it would be helpful if the authors could provide a clearer explanation or reference that explicitly connects how Coupled-GRPO contributes to improving non-AR behavior in diffusion models.

For Coupled-GRPO, the method pairs timesteps whose indices sum to T, the total number of diffusion steps. This design implicitly assumes a symmetric noising schedule, where the masking ratios at t and T−t are approximately complementary. It would be helpful for the authors to clarify whether this pairing choice is arbitrary or theoretically justified, and whether they have explored or evaluated alternative coupling strategies under non-symmetric schedules.
See Weaknesses for major concerns.

Miscellaneous:
The figure legends overlap with the plots, which makes them difficult to read. Please consider reformatting the figures to improve clarity and presentation."
"['Experimental Design', 'Empirical Results', 'Insights and Analysis']","['Generalizability and Scope', 'Scalability and Complexity', 'Dataset Quality and Real-World Validation']",OF3IRP49MB,hrd1qQ0kf6,human,"This paper introduces SWE-Perf, which is designed to systematically evaluate LLMs capability in solving realistic code performance optimization task. SWE-Perf includes both file-level and repository-level settings and conducts experiments cover a wide range of both open and close source LLMs as well as agent-based systems. The results show an 8.59% performance gap between the current best approach and human experts.
1. The paper extends code performance optimization from the function level to realistic repository-level settings. This design assesses LLMs’ ability not only to optimize a single code function or algorithm but also to retrieve relevant snippets and locate performance bottlenecks within large, complex codebases.

2. The authors design a two-stage evaluation setup consisting of the Oracle and Realistic settings, in file-level and repository-level respectively. This hierarchical design provides a structured way to separate two key abilities: (1) directly optimize performance when the target code snippet is known, and (2) retrieve and identify optimization opportunities in a large repository beyond simply performance improve.

3. The authors evaluate the model generated result in three stages - apply, correctness and performance. This gives a more complete and quantitative evaluation whether LLMs not only improve the performance but also preserve the functionality of the code.

4. The paper provides a comprehensive analysis by comparing both open and close source LLMs, as well as agent-based systems in the repository-level setting, which exhibits not only the base model's capability but also how agent system / workflow affect the performance.
1. SWE-Perf does not account for differences in repository application domains, structural characteristics, or development maturity. In real-world software systems, these factors substantially influence performance requirements, optimization strategy and optimization potential. However, SWE-Perf fails to consider such contextual performance ceilings and optimization structure / strategy differences, while simply mixing the instances from different domains / repositories with different features together.

2. SWE-Perf includes a limited number of repositories and highly uneven test instances distribution. As shown in Figure 4 and Appendix B, both human / model performance and runtime statistics vary significantly across repositories, while the instance distribution in different repository is significantly imbalanced. This imbalance can dominate the global average and cause misleading conclusions about overall model performance. Additionally, analyses such as the correlation between performance gain and function count are unreliable with the small instance numbers, as the average improvement ignores differences in task difficulty, optimization ceiling, and repository features. Even for a single function, the achievable performance gain can vary greatly depending on its maturity and inherent optimization limits.

3. The benchmark construction pipeline involves executing the complete set of unit tests, resulting in expensive computational overhead and scalability constraints. The authors report that a single sample execution can exceed one hour and ultimately produce only 140 instances despite collecting 25,264 codebases initially. Although this level of rigor enhances the reliability of the benchmark, it significantly limits its scalability for future enrichment or updated, especially when considering the limited number of instances currently.
1. The benchmark measures performance based on the runtime of existing unit tests in the repository. However, these tests may only cover some specific inputs and may not reflect the code's performance in general. In typical performance evaluation, we often look at best-case, worst-case, and average-case behaviors, or test scaling across different input sizes. Could the authors explain why they chose to rely only on the repository’s own test cases for performance measurement? Do the authors believe these tests are representative enough of the code performance in real-world scenarios?

2. In the repository-level setting, the benchmark is said to test LLMs’ ability to perform performance optimization across full repositories, potentially involving multiple functions and files. However, it is not entirely clear whether all instances truly require cross-function reasoning, or if many represent independent, localized function-level optimizations within a large codebase. If would be better if the authors could clarify whether they conducted any manual inspections or quality control to confirm that the selected performance improvement instances actually involve interactions across functions, files or modules.

3. In Figure 9, the paper attributes the decline in expert performance improvement partially to higher optimization difficulty. However, in the repository-level setting, the target functions include all the functions executed during the performance test, not only those directly modified by the experts or the LLMs. Could the observed decline simply be influenced by the presence of many non-optimized functions, whose runtime dilutes the overall improvement? It would be better if the authors could clarify this.

4. In Figures 8 and 9, the analysis groups performance results by the number of target functions and reports average improvements. However, different functions can have very different performance characteristics, optimization potentials, and difficulty levels. Could the authors clarify how they justify aggregating all these various functions into simple averages? Have the authors considered classifying or normalizing the results by function type, domain, complexity, or optimization method to ensure the trend is meaningful?"
"['Novelty and Innovation', 'Benchmarks', 'Research Direction and Trends']","['Qualitative and Theoretical Analysis', 'Real-World Applicability', 'Justification and Motivation']",1oloWpzBLl,PGZInpg1Oj,human,"This paper proposes CodeAlignBench, which is a new benchmark targeted at evaluating the instruction-following capabilities of LLMs on code generation tasks. Specifically, CodeAlignBench focuses on not only predefined Instructions but also follow-up instructions, providing a more comprehensive evaluation of instruction-following capabilities. The evaluation includes a large number of LLMs from multiple model serieses.
- This paper explores an important and interesting research direction.
- The evaluation lacks detailed analysis and concrete examples about LLMs’ performance on this benchmark. While there is some high-level discussion in Section 4, more in-depth study is required for a better understanding of the instruction-following capabilities of LLMs.
- The evaluation of instruction-following capability is largely dependent on LLM-as-a-Judge, which is however not accurate enough. As shown in Section 4, the accuracy of LLM-as-a-Judge is only 86.67%, which limits its practical usage in the real world.
- Why is CodeAlignBench constructed based on LiveBench rather than more widely-use coding benchmarks like LiveCodeBench?"
"['Performance Improvement', 'Empirical Results', 'Insights and Analysis']","['Presentation Issues', 'Generalizability and Scope', 'Clarity']",HB1s7ij2OT,OPkWzU5Wz9,human,"The paper introduces BlueCodeAgent, a framework for ""blue teaming"" against code generation LLMs. BlueCodeAgent tackles security challenges like detecting biased instructions by integrating knowledge derived from an automated ""red teaming"" pipeline. This system leverages the offensive data to generate safety rules that guide the defensive LLM agent and employs dynamic testing to verify potential vulnerabilities and reduce false positives. Evaluation across multiple benchmarks demonstrates that this knowledge-enhanced, agent-based approach significantly improves risk detection and mitigation compared to baseline and simple safety-prompt defences.
- BlueCodeAgent achieves significant gains over the baseline models and safety prompt-based defenses, demonstrating much more effective and context-aware risk detection and mitigation. It consistently performs well on both seen and unseen risks
- Red-teaming can empower effective blue-teaming defenses, showing that red teaming benefits blue teaming by continuously identifying new vulnerabilities
- The proposed methods are mostly based on prompt engineering and the technical contribution is therefore limited for this venue
- The definition of blue teaming is not presented in the paper. It is only clear from the context, but I would recommend to add a clear defintion early in the paper to show the contribution
- Limited Scope of Risk Categories: The current evaluation focuses on three representative code-related tasks: bias instruction detection, malicious instruction detection, and vulnerable code detection
- To enhance its real-world utility, BlueCodeAgent needs to be scaled up to operate at the file and repository levels. This scaling effort would require the agent to be equipped with more advanced context retrieval tools and memory components
- How are vulnerabilities detected?"
"['Data Collection and Methodology', 'Insights and Analysis', 'Novelty and Innovation']","['Experimental Results and Comparisons', 'Support for Claims', 'Generalizability and Scope']",gkQqj16ZjX,HuFMP0R4DR,human,"This paper introduces a difficulty-aware coding problem generation framework, as well as the corresponding dataset (100K examples). In particular, a teacher / problem generator is trained to produce hard coding problems via (i) a difficulty-aware concept graph and (ii) rejection FT that keeps the hardest-of-K candidates according to a solver-disagreement proxy. Training a student model on the resulting data yields some improvement on hard and average performance.
1) The paper proposes training a specialized teacher / problem generator model, rather than prompting a fixed model, to create synthetic code data.
2) The paper includes interesting ablations that anticipate and answer likely reader questions (e.g., Table 3).
1) The primary novelty of the framework arises from the fine-tuned teacher. Yet, Table 5 shows that the trained teacher performs roughly the same as a fixed teacher (gpt-4o), so the added value (and claimed flexibility) is unclear. Without gains from training a teacher model, the rest of the pipeline/framework  (concept extraction, synthetic data generation, and filtering), largely mirrors prior works. 
2) The magnitude of improvement seems small / possibly noisy. In Table 4, RL improves average performance marginally mostly via hard (easy + medium dip in performance when compared to TACO-RL).
3) The paper is missing references/comparisons to other synthetic data generation pipelines that make use of concept extraction (e.g., see the following line of work: https://arxiv.org/abs/2405.12205, https://arxiv.org/abs/2407.21009, https://arxiv.org/abs/2408.14774)
1) In Table 5, what is the baseline performance for the Qwen model? (In other words, the first row for the gpt-4o as problem generator, but with qwen as the generator.)
2) Teacher and student models are often from the same model family (and even architecture). Could the authors comment on cross-family performance, and how gains reflect the benefits of the framework over the in-family inductive bias? 
3) The framework uses an LLM to extract each concept c. How sensitive is the framework to the use of different LLMs for concept extraction?
4) How does the difficulty metric ($\delta$) correlate with human rated difficulty (even on a small sample of the framework data/pipeline)? TACO (the seed dataset) also has human-annotated difficulty ratings."
"['Benchmarks', 'Data Collection and Methodology', 'Practical Relevance']","['Presentation Issues', 'Experimental Results and Comparisons', 'Clarity']",LWV9NBjzJi,Wo8TGtKjix,human,"This paper proposes a Kaggle-grounded benchmark for evaluting the AutoML code generation capability of LLMs (and agents). Importantly, the authors selected the seed English problems and translated into multiple (major and minor) languages to assess the performance when presented with non-English problem context.
The performance is evaluated as the score percentile in the leaderboard, which allows for a consistent measure across various Kaggle tasks. Mixed results across languages suggest data leakage.
* Important contribution to expand the coverage of the tasks to non-English languages
* Comprehensive descriptions on the dataset construction process
* Paper organization needs improvement.
  * Majority of the paper discuss the data construction, which I agree is important to clarify and be transparent, but the findings and experimental resuluts should be expanded even more in the main body.
  * One of the main results (Table 4) is mentioned in the main text, but appears in the Appendix. The authors should organize tables and figures within the main text (9 pages) if they are discussed primarily in the main text.
* I might be misinterpreting, but Table 4 doesn't seem to indicate that English consistently yields lower percentiles than other languages. I'd be happy to be corrected about this. 
* The motivation and overall process are sound to me. For the paper to be more appropriate for ICLR, I would suggest the content in the main text to focus more on the performance analysis in cross-lingual settings instead of the Related work and the data curation process. I commend the authors for the level of details in both related work and the data construction -- I just think some portion could be compressed or be included in the appendix.
* Table 4 has strange ""41.8cm"" and ""31.8cm"" before the model names. Perhaps it's incorrectly escaped LaTeX."
"['Practical Relevance', 'Presentation and Clarity', 'Performance Improvement']","['Experimental Results and Comparisons', 'Novelty', 'Support for Claims']",NVhNdJi4WD,HYQXJYzmFU,human,"This paper proposes two data augmentation methods, multilingualism and additional code completion tasks, for SWE-Bench-like tasks. Based on these two augmentation methods, this paper proposes a new training dataset, SWE-Ext. Trained on SWE-Ext, models perfoms well on SWE-Bench and FEA-Bench.
1. The studied topic is valuable.
2. The paper is well-written and easy to follow.
3. Training with the proposed SWE-Ext, the performance increases.
1. The experiments are not comprehensive. There are three experimental settings in the paper: 1) without augmentation 2) with multilingual 3) with code completion. Though both 2) and 3) are shown to have a positive influence on performance, there are no experimental results of the combination of 2) and 3).
2. The two proposed augmentation methods are quite common in coding-related tasks, which limits the novelty of the paper.
3. The authors only train Qwen series LLMs with SWE-Ext. More results from other LLMs are needed to demonstrate the general benefit of SWE-Ext.
4. For FEA-Bench, the authors only compare their models with general LLMs. More results from specific coding LLMs are needed for a more comprehensive evaluation.
5. I don't agree that the experimental settings and results support the claim that multilingualism augments LLM training. The further improvement of performance may not come from the multilingualism of the data, but rather from the diversity of the data. A more rigorous setting is to translate exactly the same python projects to other programming languages.
Please see my comments above."
"['Presentation and Clarity', 'Practical Relevance', 'Research Direction and Trends']","['Generalizability and Scope', 'Support for Claims', 'Experimental Results and Comparisons']",Ec9MuzYVlq,VFyOrKqiDY,human,"The paper proposes RoboPhD, an iterative self-evolving NL2SQL pipeline at test time. It consists of an offline profiling agent to understand databases and schemas, an online generation agent to generate SQL code, and an evolution agent to provide feedback for building new versions of agents. The full system is evaluated with Claude Code and has ~2% absolute improvement compared to baselines.
- The method completely relies on test-time optimization, which is a compelling story if one cares about cost.
- The goal of building an autonomous domain independent research agent is ambitious.
- The most part of this paper is well-written and easy to understand.
- The performance improvement with the proposed method seems to be marginal, especially when compared with other methods in the BIRD-bench leaderboard. Given the scale of the model and complexity of the framework, ~2% absolute improvement doesn’t seem to justify 80 iterations of complex evolution.
- The proposed methodology with prompt optimization and tool evolvement doesn’t seem to be capable of fundamentally resolve the challenges for NL2SQL, e.g. schema linking errors with ambiguous column/table names, logic errors with missing DISTINCT or NOT NULL keywords that are vaguely implied by the users. Those often require deeper understanding on the tables or stronger reasoning capabilities.
- The claim of RoboPhD being an autonomous AI research framework is exaggerated in many ways and the analogy with advisor/graduate student is misleading. I don’t see any examples showing the agent can “conduct systematic research” It is more like a trial-and-error pipeline instead of principled research cycle that can generate innovative ideas. With the proposed algorithm, I am concerned that the LLM may learn superficial experiences from one random batch which might not be generalizable to other batches and test data.
- Random selection on hand-crafted evolution strategies is handwavy and might have limited the performance of the framework.
- Lack of proper quantitative comparison with prompt optimization work since one of the new contributions of this paper lies in co-optimization of prompts and tools. I don’t see how tool evolving improves the performance along with the prompt optimization.
- It is unclear to me how research-driven evolution strategy improves the agents given many top performers on BIRD-bench leaderboard applies systematic orchestration with different components that might involve multiple fine-tuned embedding and/or generation models (e.g. CHASE-SQL, Arctic-R1 or Reasoning-SQL). Is tool call with python code enough for achieving the goal?
- How to make sure the fix to the errors are generalizable, especially when a lot of NL2SQL errors come from schema linking?
- Can authors provide more details on how refinement strategy works and how it is different from other strategies?"
"['Evaluation and Testing', 'Performance Improvement', 'Data Collection and Methodology']","['Framework Dependency', 'Generalizability and Scope', 'Qualitative and Theoretical Analysis']",1OIsncOAX3,Zzf6ExJZXj,human,"The paper introduces WebGen-R1, a framework designed to train a small-scale Large Language Model (LLM) to generate complete, multi-page websites from natural language prompts in an end-to-end fashion. It presents a novel reinforcement learning (RL) approach that uses a Vision-Language Model (VLM) as a reward function. This VLM assesses rendered screenshots of the generated website to provide a unified reward signal for both functional correctness and aesthetic quality, overcoming the limitations of brittle, rule-based reward systems.
The methodology involves generating the entire project codebase as a single sequence, which is then processed by an automated pipeline that builds, renders, and evaluates the website. The resulting reward, which also incorporates signals for code structure and chain-of-thought reasoning, is used to fine-tune the base LLM using the Group Relative Policy Optimization (GRPO) algorithm. The evaluation uses a variety of both rule as well as LLM-based metrics, as well as human evaluation to mitigate reward hacking and performs similarly or better than the latest SOTA closed and open models.
- Rigorous pipeline and evaluation - the paper is a good improvement on existing works, combining an end-to-end pipeline, critical rules based evaluation steps, and also testing for human alignment, reporting remarkably high Pearson’s correlation coefficient r = 0.903
and Spearman’s rank correlation ρ = 0.888. This, together with the qualitative examples, strengthens the validity of the metrics actually measuring across the intended dimensions.

- Strong Empirical Results on Key Metrics: The dramatic improvements in Aesthetic Alignment Score (+44.32%) and Valid Render Ratio (+65.33%) are impressive. 

- Multiple datasets, good generalizability to WebDev Arena benchmark.
- Dependence of a large proprietary model for feedback
- The FSR of 29.21% is low in absolute terms and significantly lower the 57.72% achieved by Claude-3.7-Sonnet. This could be further explored.
- Small evaluation - while decently sized compared to the previous works, the evaluation sample is still a relatively small sample and might not approximate real workflows well,
- Could you provide an ablation study on the reward function? Specifically, what is the impact on final performance if you remove the code format reward or the reasoning reward?
- What were some of the more complex samples? while informative, the qualitative study demonstrates fairly basic setups.
- Could you share more details about human study, how did human to score correlation compare to inter inter-human one?"
"['Performance Improvement', 'Evaluation and Testing', 'Presentation and Clarity']","['Scalability and Complexity', 'Analysis and Rigor', 'Presentation Issues']",hV6tHmrkEE,NVzMmp1jkM,human,"For challenging visual-related questions such as those for charts or diagrams, the authors propose RECODE to generate executable codes that can reproduce the input images and use the generated code as a symbolic representation to help answering the visual-related questions. They iteratively refine the generated code by comparing the original image and the image generated by the code, The authors select the critic function as pixel-based MSE carefully to choose the best candidate code in each round. The experimental results are positive by showing RECODE surpasses open-sourced and even closed-sourced MLLMs in several chart/diagram VQA benchmarks.
1. The motivation is explained clearly. The authors use gemini2.5 pro for testing the accuracies of QA under three conditions: (1) given images (2) given GT code and (3) given both images and the GT code. Their preliminary results show the value of derendering the images into code. The code can help the visual reasoning. 

2. The authors experiment on different benchmarks and the positive results are consistent. 

3. Each choice has ablation studies. The presentation is very clean and readable.
1. The authors provide ablation studies about adding OCR in the code generation process, which is reasonable. It would be interesting by adding a baseline of using OCR results + image only as inputs. 

2. Because of the refinement process, I think the cost time will be more expensive. The authors should provide some details about it. 

3. In the table 4, the authors try refinement round from 0 to 2. If the number of round becomes larger, will the performances be influenced and what will be the trend? Also, have the authors tried to change the base model to see if the best number of round will be changed as well?
Please refine the Figure 2, some of the text are not clear enough. 

typo: 
Line 248: LLM -> MLLM? I guess the ""LLM"" here indicates Gemini Pro 2.5?"
"['Research Direction and Trends', 'Novelty and Innovation', 'Insights and Analysis']","['Clarity', 'Experimental Results and Comparisons', 'Presentation Issues']",prSaKjfuxC,S93SnUsO8c,human,"Leverage a VLM to generate code that uses either an oracle or diffusion policy to take action in the environment. By building up a robot state in a code-cache, the model has history which is not otherwise captured in the visual state. A code-captioning objective can then be used which is presumably simpler to train than modern architectures. A simplified task space with perfect proprioception is used in the experiments.
The motivation to have hierarchy and to explore the abstractions required for robotics is a useful pursuit.
*Motivation*
I broadly understand the goal of induced hierarchy, particularly as it pertains to enabling long-horizon planning, and of ""code as state"". I however do not see the resulting hierarchy clearly explained in the actual approach which only discussed rather simple and seemingly flat tasks.

*Presentation*
I found this paper surprisingly hard to parse, having to constantly cross reference or guess at the meanings of what seem like extraneous variables in the math. Even the data used -- whose functions are essential to understanding the scope of this paper -- requires reading another paper (for environments) and the appendix (sort of, as the code listed doesn't capture what's in the figures).

*Experiments*
The design of the experiments, particularly as they differ dramatically from what is common in the field or what is used in most of the related work, needs to be better argued.  This includes L0,L1 but also the task itself. It's possible that even just having better figures for showing varying depth hierarchies and horizons or performance by trajectory length would assist here.

*Comparisons*
There are no comparisons to current models in the space (either VLAs or VLM based models) which also makes the results hard to interpret. If the idea is a focus on architecture and controlled experiments, as alluded to in the related work, then justification and verbiage aligning the results to those of other architectures should be included. For example, CLIP-RT, does not have hierarchy but is a very simple VLM style approach
Please clarify the points above regarding 
- why comparisons were not included
- why these tasks were appropriate 
- why it was important to simplify the evaluation domain
- how the papers results will be applicable to more realistic settings."
"['Presentation and Clarity', 'Empirical Results', 'Performance Improvement']","['Experimental Results and Comparisons', 'Real-World Applicability', 'Evaluation Bias and Contamination']",BnzuunqQx4,NuzRgYrBXo,human,"This paper introduces Property-Generated Solver (PGS) which provides minimal high-level debug feedback for LLM code refinement. The key insights are: 1) high-level property-based feedback is more effective than raw feedback containing the exact buggy outputs; 2) minimal feedback is more effective to reduce the cognitive load for an LLM. PGS follows these two principles to generate key properties a correct program should satisfy then generate test inputs for those properties and select the minimal ones. Across 4 code generation benchmarks with 3 LLMs, PGS show improved pass rates compared to other iterative refinement baselines.
1. This paper is well-written is easy to follow. The two principles: property-oriented and structurally minimal, are well presented with experiments to back up their advantages.

2. The empirical results span multiple benchmark and model combinations, providing evidence that PGS is a general method for code refinement.
1. While the evaluation metric is named ""pass@1"", there are some subtleties worth discussing. Iterative refinement methods generate multiple programs so calling it pass@1 is misleading. When comparing multiple methods, a proper measure to control for the amount of compute is necessary, for example, the number of tokens. For example, PGS generates 5 candidate properties and 64 new test inputs in each iteration step. Properly counting the number of tokens would provide a more complete compute vs performance tradeoffs. 

2. The benchmarks are small scale code generation. SWE-bench is used only to demonstrate the advantage of structurally minimal feedback. Including experiment results on SWE-bench for PGS would make the paper stronger. The three models used in the experiments include two that are released last year and I would not call them ""state-of-the-art"" (line 161). Incorporating more recent open-weight models such as Deepseek-v3 and Qwen3 family would strengthen the relevance of the work.
1. Similar to the discussion above about ""pass@1"", Figure 2 needs a more nuanced discussion as the two feedback methods include 2 generated programs.

2. Please add error bars to the main results."
"['Benchmarks', 'Data Collection and Methodology', 'Novelty and Innovation']","['Justification and Motivation', 'Generalizability and Scope', 'Dataset Quality and Real-World Validation']",SmE32QlbYC,VStKtgGXUc,human,"The paper introduces jqBench, a new benchmark for testing language models on JSON querying and transformation tasks using natural language or examples. jqBench is automatically generated using Stack Overflow and Spider dataset.
Strengths 

S1. The standardization using JSON schema + jq can be very significant. And this paper propose such a benchmark in the area 

S2. The pipeline automates the dataset generation with task translation+ react style verification.
Weaknesses

- The justification of the significance of jq operations is not enough. The comparison between the methods using table schema + SQL queries and those using JSON schema + jq is missing. Will jq outperform or is on-par with SQL generation while have the benefits of universal representation? What are the benefits of this translation.

- The tasks are mostly code generation. How about other tasks that highly rely on doc understanding, like RAG and natural language Q&A, how general the idea could be. 

- The volume is not a big, less than 2000 tasks.
Q1. What are the main failures observed during benchmarking?

Q2. Any human checks on the quality of the data?

Q3. How will it change if using BIRD dataset which is more complex?"
"['Novelty and Innovation', 'Benchmarks', 'Data Collection and Methodology']","['Dataset Quality and Real-World Validation', 'Generalizability and Scope', 'Justification and Motivation']",XX6TMowAec,yAApKP1j0E,human,"This paper introduces a new benchmark that includes binary level vulnerabilities. It is based on existin source code vulnerability bechmarks were source code samples are automatically completed to generate compilable code.
Vulnerability detection at the binary level is a challenging problem. Thos new benchmark promises to generate new research in this domain. The benchmark seems well curated and the methods to compile the samples appear sound.
The benchmark is limitted by existing source code datasets which themselves are limited and may have errors.
How do you envision applying Compote to repository-level vulnerabilities?"
"['Performance Improvement', 'Presentation and Clarity', 'Benchmarks']","['Novelty', 'Experimental Results and Comparisons', 'Generalizability and Scope']",WHP8iTNF31,koTNDE8hl0,human,"Posterior-GRPO introduces a refinement of the GRPO objective for verifiable reward with a reward model focused on the reasoning chain (CoTs) that is trained with a particular data augmentation methodology the authors call OD. The particular way in which the verifiable reward is combined with RM-based reward is that the RM-based reward is only applied if the final answer is correct, hence the ""Posterior"" in the ""Posterior-GRPO"". Authors demonstrated the effectiveness of RM trained with OD on a new LiveCodeBench derived RM benchmark (LCB-RB) and RewardBench, as well as the effectiveness of Qwen2.5-Coder trained with P-GRPO with the aforementioned RM.
Combining reward model with verifiable reward to increase reward granularity is an important topic that has received a lot of attention in recent years. However, the finer details of how they ought to be combined is not always obvious. The posterior conditioning of the RM reward based on final verifiable output is interesting and seems important.

While conceptually simple, the ablations seem to show that the method is quite effective at least for Qwen-2.5-coder-instruct, and, perhaps rather surprisingly, the approach is generalizable to MATH tasks despite the RM seemingly being trained only on code data.

Generally well written and easy to follow.
Novelty for the paper seems marginal. Data augmentation for RM training is standard practice so novelty on the specific detail for RM data curation is limited. Combining RM with verifiable reward, or other types of partial reward, is not new and has a long history of papers for code generation. Although the focus on reasoning chain is new given the recent advents of the corresponding reasoning models.

The ablations are not sufficient. From a modeling standpoint, since everything is done in the Qwen model family from policy used to generate RM data, RM base model, policy trained during RL, it is hard to gauge how well this method would generalize to other model families.
In section 4.1, author argued for the effectiveness of P-GRPO in encouraging sound reasoning by comparing examples based on thinking reward score. Are these reward scores generated by the same thinking reward model that the model was trained on?

For clarification, how is the BT RM's output score bounded between 0-1? In my experience while the objective function may be bounded by the sigmoid in the BT objective, the decoded scalar reward is not necessarily bounded."
"['Novelty and Innovation', 'Performance Improvement', 'Practical Relevance']","['Methodological Rigor', 'Scalability and Complexity', 'Generalizability and Scope']",Q39JeEbYzC,7Sph4KyeYO,human,"This paper proposes the first constrained decoding method applicable to Diffusion Language Models (DLMs), which can handle formal languages defined by Context-Free Grammars (CFGs). The method works by transforming the constrained infilling problem into determining whether the intersection between the target language (CFG) and the completion language of partial outputs (a regular language) is non-empty. Incorporating strategies such as grammar optimization and rejection sampling, it significantly improves the syntactic and functional correctness of generated results in tasks like C++ code infilling and JSON structured data extraction, while incurring only moderate computational overhead. Additionally, it also supports the Multi-Region Infilling (MRI) scenario.
- It proposes the first constrained decoding method applicable to Diffusion Language Models (DLMs), filling the gap in existing technologies that fail to constrain DLMs using Context-Free Grammars (CFGs). Meanwhile, it naturally supports the previously unsolved Multi-Region Infilling (MRI) scenario, breaking through the limitation that traditional constrained decoding can only be applied to left-to-right Prefix generation (PRE) or simple Fill-In-the-Middle (FIM).
- It achieves the first implementation of constraining models with non-fixed-order generation (DLMs) using CFGs, capable of handling complex scenarios that rely on CFG-defined syntax, such as C++, JSON, and SMILES, thereby expanding the application scope of constrained decoding.
- In practice, models are limited by the number of tokens, which may lead to failure in meeting syntactic constraints (such as unclosed parentheses and incomplete molecular structures) and leave some residual syntactic errors. Currently, there is a lack of efficient solutions for accurately modeling the number of remaining tokens.
- In the lexing phase, if there are a large number of ambiguous terminal sequences, even though optimization via a ""unified NFA"" is applied, the risk of combinatorial explosion may still arise in extreme cases, which affects inference speed.
- For tasks with strong syntactic dependence (e.g., JSON, C++), the improvement in functional correctness is significant. However, for scenarios where correct syntax does not directly determine functionality (e.g., SMILES molecular generation), only a slight improvement can be achieved (an average of 0.2%). This indicates that the method is more effective for scenarios with ""strong syntax-function correlation"" but has limited ability to empower tasks that require semantic understanding.
In the paper, ""rejection sampling"" is adopted to replace the traditional masking strategy to avoid pre-inference latency. However, the relationship between the ""number of sample re-sampling attempts"" and ""model generation diversity"" during the rejection sampling process is not clearly explained. Could you please elaborate on how the threshold for the number of re-sampling attempts (such as the 100 attempts set in the paper) is determined across different tasks (e.g., C++ code generation, SMILES molecular description)? Additionally, does there exist a scenario where ""excessive re-sampling attempts lead to a decline in generation diversity""?

Need to add discussion on some related work:  
[1] Dong, Yixin, et al. ""XGrammar: Flexible and Efficient Structured Generation Engine for Large Language Models."" Eighth Conference on Machine Learning and Systems.  
[2] Sun, Xintong, et al. ""Earley-Driven Dynamic Pruning for Efficient Structured Decoding."" Forty-second International Conference on Machine Learning."
