strengths,weaknesses,review_id,submission_id,type,review_text
"['Practical Application', 'Experimental Validation', 'Relevance']","['Novelty', 'Experimental Rigor', 'Theoretical Justification']",fS8qj5BX25,xoiJ1FOqHr,human,"Softly Constrained Denoiser (SCD) proposes to embed a constraint directly into the denoiser as a guidance-style correction. Advantage against PIDM is claimed in terms of misspecification robustness and distributional bias.
On toy example of data generation on a circle with misspecified constraints, SCD maintains low Wasserstein-1 distance (i.e., better data fidelity) while PIDM degrades as misspecification increases, indicating robustness of SCD to wrong constraints. On the Darcy Flow PDE benchmark, SCD avoids the strong distributional bias observed with PIDM.
The theoretical idea is not sufficiently novel. The experiments are limited to a toy setup of circles and a single PDE benchmark, so external validity across other constraint types (hard equalities/inequalities, manifold constraints) is unclear, and distributional fidelity is mostly argued via histograms/qualitative plots rather than likelihood/FID score. Methodologically, the denoiser correction hinges on aggressive approximations which avoids VJPs but offers no guarantee against bias or consistency. The paper does not contain extensive theoretical analysis or sufficient experimental results to clear the high bar of ICLR.
None"
"['Innovation', 'Relevance', 'Theoretical Foundation']","['Clarity', 'Novelty', 'Theoretical Justification']",cAlbjzyVnw,A5AejTTloS,human,"The paper proposes SafeManifold-Diffusion, a diffusion-based framework for text detoxification that aims to address both explicit and implicit toxicity. The key idea is to constrain the denoising trajectory within a semantic safety manifold, learned through diffusion maps, so that generated texts remain within a low-toxicity region of latent space (without proof). The method reformulates detoxification as a constrained conditional generation problem, combining semantic projection with conditional latent denoising to maintain semantic fidelity to the input while reducing harmful or biased content. Experimental were conducted on four detoxification benchmarks. The authors claim this demonstrates the value of structure-aware semantic constraints for building safer and more value-aligned language models.
1. The paper proposes a conceptually interesting idea of constraining the denoising trajectory within a learned semantic safety manifold.
2. The topic of semantic safety and detoxification is highly relevant to current concerns in generative model alignment.
3. The integration of diffusion geometry can provide a mathematically principled attempt to model semantic safety in latent space.
1. The proposed method appears to offer limited novelty. It primarily applies a diffusion model to the task of detoxification, and the accompanying analysis on the semantic manifold does not provide substantial new insights into either the methodology or the task itself. In addition, the description of the method is unclear, which further limits the reader’s understanding of its technical contribution.
2. The work relies on the hypothesis that non-offensive paraphrases cluster in a low-toxicity region of the semantic geometry. This assumption is neither theoretically justified nor empirically supported, and it remains unclear whether “toxicity” forms a well-separated manifold in the latent space of the chosen model.
3. There are two typos. Line 83, where a citation appears to be incorrect. Figure 1: ChatGPT-5 should be either GPT-5 or GPT5-Chat.
4. Several expressions throughout the paper lack clarity. For example, in Section 3, it is not clearly specified whether the described diffusion process is standard or specific to this work, which networks are trained or frozen, and what their associated loss functions are. Additionally, some notions introduced in Section 4 (e.g., Ψ, 𝜙) are not defined earlier in Section 3. Section 4.1 may create confusion rather than clarify the process, and it partially overlaps with Section 3. Similar ambiguities occur in multiple other sections.
5. The dataset description is unclear and inconsistent. The toxicity types for some datasets are not specified, and the listed categories do not form a coherent or unified taxonomy.
6. The representations of Figure 2 and 3 are unclear and potentially misleading. For instance, it is not specified whether the condition 𝑐 is applied throughout all denoising steps, and whether 𝑐 and 𝑧0 refer to the same value.
7. Several required sections. including the Use of LLM, Reproducibility, and Ethics Statements, are missing. The absence of a Use of LLM statement should be considered grounds for desk rejection.
8. The settings of the proposed model and training process are not clear, such as the learning rate.
9. The ablation is not sufficient for the method design: the analysis of the semantic manifold lacks.
1. Is the projection network ℎ𝜙(⋅) jointly trained with the diffusion model or pre-defined? If it is trainable, what objective or loss function is applied to guide its learning?
2. In Figure 3, it is unclear from the text whether these latent representations correspond to sentences before or after the detoxification process.  \How is Figure 3 derived? What models and what datasets are used? Could the authors clarify this point? 
3. Why are LLaMA3.1 8B and Qwen2.5 15B selected as the baseline models? Why are GPT-5 and Deepseek, which are mentioned in the introduction, not designated as baselines?"
"['Innovation', 'Efficiency', 'Practical Application']","['Clarity', 'Technical Accuracy', 'Writing Quality']",6jibdg9jGb,ih1oyr0j6y,human,"This paper proposes the Feature Momentum (FEMO) algorithm, which leverages a “cache-then-reuse” strategy based on the assumption that features from previous timesteps are similar to those in subsequent ones. The authors incorporate a momentum mechanism that predicts features across different timesteps, which they claim capture the temporal dynamics of diffusion models. Additionally, they propose Adapted-FEMO, an extension that adaptively searches for the optimal momentum coefficient for each generated sample. According to the authors, their approach achieves up to 7.10× speedup on DiT and 6.24× on FLUX.
The paper proposed a momentum mechanism to model the dynamics of diffusion models in different timesteps to predict features of diffusion models.
The paper needs to be rewrite to make sure clarity, especially the description of the algorithm. For example,
The sub-section: Feature Caching and predicting for Diffusion model did not provide reference.
What does eqn. (3) means
Figure 4: what are (a) and (b) referred to in the caption, and the color used is too light. It is hard to read. 
% in T%N is not an standard operator. What is the definition?
The authors stated that: ""T is the full activation step closest to the first feature reuse step. It
typically does not directly equal the total number of timesteps""
Possible mistakes:
1. I believe there is a mistake in eqn. (1). It should be $\bar{\alpha}$, not $\alpha$, in order to have eqn. (2) follows. Equ. (1) is an approximate of the diffusion model. I suggest to use the SDE form for definition. 
2. $\epsilon_t$ or  $\epsilon_{\theta}$"
"['Efficiency', 'Practical Application', 'Relevance']","['Writing Quality', 'Comparative Analysis', 'Novelty']",X6eqOOKxS2,nRpWcxwYvC,human,"This paper introduces a training-free acceleration method for video diffusion sampling, called SRDiff, which leverages collaboration between large and small models to reduce the inference computational cost. The main idea behind the method is like the speculative decoding. From the experiments on VBench, RSDiff can accelerate the sampling speed up to 3x and 2x on Wan and CogVideoX, respectively.
The core idea of this paper is initutive and straightforwad. It utilizes the large model handles high-noise steps to ensure semantic and motion fidelity, while utilizes the smaller model refines visual details in low-noise steps. The authors provide the solutions on the same VAE family and cross-frame VAE family.
First, I need to point out the writing issues of this paper. The reference format is totally wrong. I think the authors mis-use \citep and \citet, which makes the paper hard to read. And the core method are introduced several times during the whole paper. I hope the authors can provide more interesting phonemenon or insights from this method.

Next, I need to point out the technical issues.

1. Insufficient related work.  As a training-free acceleration method, this paper misses a lot of disscussions with other acceleration methods like FastVideo [1], CausVid [2] etc.

2. Limited novelty. As I mentioned in before, the idea of this method is initutive and straightforward, but this method has been applied on several models like $\textbf{Wan2.2}$ [3], which utilizes a MoE structure with a high-denoise model and low-denoise model, and $\textbf{SDXL-refiner}$ [4], an ensemble of experts pipeline.

3. Insufficient experiment results. Through the whole paper, all experiments are conducted on the VBench.

4. The method utilizes two models for a single video generation, how about the memory cost of SRDiff?

[1] FastVideo: https://github.com/hao-ai-lab/FastVideo

[2] From Slow Bidirectional to Fast Autoregressive Video Diffusion Models: https://github.com/tianweiy/CausVid

[3] Wan2.2: https://github.com/Wan-Video/Wan2.2

[4] SDXL-refiner: https://huggingface.co/stabilityai/stable-diffusion-xl-refiner-1.0
I think the authors need to clarify the contributions and the significance of this paper. Provide more insights behind the proposed methods. More details please see the weaknesses."
"['Innovation', 'Practical Application', 'Theoretical Foundation']","['Writing Quality', 'Generalizability', 'Experimental Rigor']",Et8U2aZyg8,4napHTyx0U,human,"This paper focused on scene-centric editing setting, and proposed Editing via Dynamic Interactive Tuning (EDIT) to achieve adaptive trade-off between source-image structure and instruction fidelity. This paper pointed out the block-wise variation inside the diffusion models, i.e., both the image condition and text condition functions independently. This paper used the signal-to-noise ratio and VLM logits to diagnose the editing state, and then using them to adaptively modulate the source-image and editing-text condition to achieve balanced editing results.
1. This paper focused on the scene-centric editing, which is more challenge compared with the object-centric editing in existing works and is an important research direction.
2. This work proposes a reasonable method to achieve dual optimization of source preservation and prompt fidelity
1. The writing and organization of this paper are inadequate and require substantial revision. There’re many typos such as the “?” citation in line 53.
2. The method is plug-and-play, but the fact that it was only tested on Kontext weakens the generalizability of the study. Can this method be used on other image editing base models besides Kontext?
3. The quantitative experimental results of this work did not show significant improvement.
4. User studies need to include more users and explain the specific rating criteria.
See weakness"
"['Clarity', 'Practical Application', 'Resource Efficiency']","['Theoretical Justification', 'Methodological Soundness', 'Generalizability']",3AVpdGMQvO,G6iJiGOvWS,human,"The paper addresses the problem of self-correction in discrete generative models. In particular, the authors proposed PRISM, a method to detect and fix low-quality tokens during inference. The technique can be applied to any pretrained MDM. The work is claimed to introduce a theoretically grounded self-correction loss that learns per-token quality scores directly within a single forward pass. Empirical results show consistent improvements in MDM inference across diverse tasks, including Sudoku solving, unconditional text generation (170M models), and code generation with LLaDA (8B).
1. The paper is generally well-written and easy to follow. 
2. The discrete diffusion is a promising topic, and the introduction of new self-correction will be helpful to improve the sample quality. 
3. The empirical study shows that the proposed method could significantly improve the performance of discrete diffusion models without introducing additional sampling costs.
1. I am not very sure why $g_{\phi^*}$ is independent of the selection of the pretrained model.  In particular, I wonder if the authors could explain in more detail mathematically why the ground truth remains unchanged when $\mathbf{y}$, the sample from the model, is involved in the definition. 

2.  In addition, if $g_{\phi^*}$ is indeed independent of the pretrained model, why we still need the forward pass of the original model? Can we obtain $\mathbf{y}$ in a model-free way? In addition, if what the authors claimed is true, it would be very interesting to see if the same correctors can be applied to different pretrained models. 

I am willing to adjust the score if my concerns are well addressed.
Please refer to the weaknesses."
"['Innovation', 'Significance and Impact', 'Experimental Validation']","['Comparative Analysis', 'Generalizability', 'Experimental Rigor']",9PipBfOuCH,TRmIcgMe8I,human,"This paper introduces a novel data attribution method for diffusion models designed to identify which training samples influenced a specific concept within a generated image. The key innovation is the use of specialized, reward-based loss functions for both the training sample and the target concept, which are designed to capture concept-relevant directions in the model's tangent space. Experiments show that Concept-TRAK substantially outperforms prior methods in these concept-level attribution scenarios.
- The paper addresses a significant and overlooked limitation in existing data attribution for diffusion models, which is attributing influence for a *specific* concept.
- The paper conducts controlled experiments and shows that Concept-TRAK performs well in both ID and OOD settings.
- If I understand correctly, other methods only allow attribution to a specific generated image. How do you evaluate other methods in the experiments? A naive way is to find influential training data to a set of generated images containing the target concept. Is this how you conduct the experiment? If not, the paper should include that as well.
- The paper does not specify which model version is evaluated in the paper. A thorough experiment with many model types, such as SD 1.4, SD v2, SD XL, Flux, DeepFloyd, etc. would strengthen the claim
Please see Weaknesses."
"['Modularity and Flexibility', 'Experimental Validation', 'Innovation']","['Generalizability', 'Theoretical Justification', 'Clarity']",PtZqv1aj6e,1UFcZrQp5w,human,"This paper proposes Adaptive Data Aligned Diffusion Sampling (AD2S), a diffusion-based data augmentation method for offline-to-online (O2O) RL. The proposed method aims to accelerate online fine-tuning by generating synthetic transitions that are both high-rewarding and near on-policy. To achieve this, they design a three-step process: (1) distance-based experience alignment using a density ratio to select transitions that are close to on-policy distribution, (2) curiosity-driven data prioritization to identify novel and informative transitions, and (3) diffusion-based regeneration of synthetic data with amplified condition guidance to push the synthetic data toward high-rewarding regions. Experimental results, implemented on top of Cal-QL, show that the proposed method improves the sample efficiency of online fine-tuning.
S1. (Adaptive data reuse)
The proposed alignment process identifies near on-policy and high-rewarding transitions by combining density-ratio estimation with standardized advantage weighting. This alignment mechanism is conceptually sound for stabilizing Q-learning during online fine-tuning.

S2. (Validation of synthetic data quality)
By employing curiosity-based prioritization and amplified guidance in the diffusion process, the proposed processes can synthesize data in under-explored, high-reward regions. Visual analyses using t-SNE embeddings and oracle rewards (Figure 4) indicate that the proposed method generates data closer to high-reward, high-novelty regions compared to the baselines, also synthesizing data that is distinct from both the offline dataset and online replay buffer

S3. (plug-in compatibility)
The proposed method can serve as a plug-in generator that augments existing O2O RL frameworks without modifying the backbone algorithm. Experimental results (Tables 1, 6) show that the method consistently improves performance across existing O2O RL baselines.
W1. (Evaluation on limited domains)
Although results are reported on MuJoCo and Maze2D, several challenging sparse or semi-sparse reward MDPs (e.g., antmaze-umaze-v2, pen-human-v1, door-human-v1, and OGBench[1]) are not reported. Evaluations on these MDPs would more convincingly establish the generality of the proposed method. In addition, providing learning-curve plots would help characterize the behavior of the agent and reveal sample-efficiency trends during online fine-tuning.

W2. (Ambiguous effectiveness of the advantage estimator)
The proposed method replaces learned $Q-V$ advantages with a standardized reward during fine-tuning to improve stability. This standardized reward (eq. 8) is defined by a single-step reward and may not correlate with long-horizon performance in sparse or semi-sparse MDPs. For example, in binary-reward MDPs such as Antmaze, most transitions receive zero reward; it is unclear whether the standardized reward signal can reliably prioritize transitions that lead to goal-reaching behaviors. Broader analyses on sparse reward MDPs are needed to validate this advantage estimation design choice and to quantify its impact on the quality of synthesized data.

W3. (Missing algorithmic details)
While the three-step process is clearly presented at a high level, several operational specifics are insufficiently described. In particular, the roles and usage of $P_{DR}$ and $P_{Curi}$ in Table 4 are not fully specified.


**Minor**

- typo at line 124: $\nabla_x\log p(x;\sigma k)$ -> $\nabla_x\log p(x;\sigma(k))$

- ambiguous notation at line 258: $\mu(0<\mu...)$

[1] Park, Seohong, et al. ""Ogbench: Benchmarking offline goal-conditioned rl."" arXiv preprint arXiv:2410.20092 (2024).
Could you provide results or analyses on the weaknesses? In particular, it would be valuable to include experiments or discussions on sparse or semi-sparse reward domains."
"['Innovation', 'Clarity', 'Comprehensive Evaluation']","['Experimental Rigor', 'Theoretical Justification', 'Methodological Soundness']",GEuIK5911h,HOBJO7w8C2,human,"This paper aims to build a generative model that is specifically tailored for survival analysis data generation, which is a known application problem. The paper introduced SurDiff model to address the problem, which is an end-to-end diffusion model that can generate both continuous and discrete variables at the same time. During training, the model is guided by a survival loss function to match the true survival event distribution across samples. Experiments show that SurvDiff can reproduce realistic event-time distribution and is potentially useful for downstream application. The authors claim that existing methods are not able to reproduce realistic event-time distributions and preserve censoring mechanisms, while SurvDiff can success in these two aspects with the help of survival loss.
1. Survival analysis is one of the critical problems in the medical area. The proposed method SurvDiff contains a survival loss that is specifically tailored for addressing the problem, making original contribution to the area.
2. SurvDiff is the first diffusion-based survival data generation model with survival task-specific design. Compared with SurvivalGAN, it is an end-to-end method that tends to avoid error propagation and is able to be trained stably.
3. The presentation is clear and well-structured, making the paper easy to follow. The choices of evaluation metrics, baseline methods and datasets are comprehensive.
1. Covariate distribution experiments: Missing implementation details, e.g. the number of samples used to compute these metrics, how is each covariate vector normalized for dimension reduction computation, how many bins are used to estimate probability density, how anomaly values are addressed.
2. Numerical results mismatch between JS distance and Wasserstein distance metrics. More explanations on this phenomenon are expected to help understand the true performance of the proposed method.
3. Downsampled dataset settings are not sufficiently justified. Does this setting mean that the dataset used to trained SurvDiff and all baselines are downsampled? What is the downsampling ratio and how will the performance change with varying downsampling ratio (including the full-dataset scenario)? From my perspective, it is still meaningful testing on full dataset to show the performance of SurvDiff. 
4. Survival metrics are weak, which raises concerns on the effectiveness of the survival specific loss. TabDiff turns out to be the best baseline, which should just be equivalent to remove the survival loss from SurvDiff. Since the survival loss stands for the core contribution of this paper, these results make the contribution of this paper questionable. 
5. Missing ablation studies and parameter sensitivity analysis. The effectiveness of survival loss, sparsity-aware weighting, and the loss weight parameters in SurvDiff are not fully explored. For downstream tasks, it is also critical to evaluate the downstream model performance without using any synthetic data generation methods to demonstrate benefits.

The major problem of this submission is that the claimed contribution is not sufficiently justified by the experiments. In fact, some experiments are showing opposite results: survival loss doesn’t really help survival task, while the naive TabDiff can perform notably better than SurvDiff. Without proper justifications, I believe this paper is not ready for publication yet, and major revisions are needed on both the methodology and experiment.
I have some questions on parts where I didn’t fully understand: In eq.(10-11), the weights are not normalized. When trying to balance two loss components with eq.(13), how will the number of samples $n$ (for calculating eq.(10)) influence the optimal target fraction $\alpha_{\text{surv}}$? How is this $n$ selected? What is the definition of $\tau$? Is this $\mathcal{L}_{\text{surv}}$ calculated across the batch size dimension?

I have another minor suggestion for the authors: The two colors in Figure 3-8 are too similar to visually show the discrepancy between distributions of real and synthetic data. It would be better to opt for more contrasting colors."
"['Clarity', 'Innovation', 'Significance and Impact']","['Methodological Soundness', 'Generalizability', 'Theoretical Justification']",gagp2AxwNv,qcFbW8bstj,human,"This paper defines a new task in the domain of image transfer called stylized abstraction. The authors first proposes a training free pipeline that distills identity with an inference time VLLM loop that produces T5 and CLIP prompts which is fed iteratively into a t2i generation image generation model, and a cross domain rectified flow inversion with temporal scheduling to inject structural fidelity. They also introduce stylebench, a GPT assisted evaluation method for abstraction. The results show qualitative results that adhere to the coined term ""stylized abstraction"".
- The authors has a clear problem framing that distinguishes abstraction from classic style transfer, where they preserve identity while allowing large style driven distortions.
- Their proposed stylebench benchmark explicitly targets abstraction (style adherence + identity + fusion), and also includes the classic KID/CLIPscore to show that these classic metrics are positively correlated with their proposed stylebench benchmark. Including a human preference study in qualitative-heavy work is also appreciated.
- The main contribution of this work is less technical nor theoretical, but heavily leans into the domain of prompt engineering. The qualitative results do look impressive and I do agree with the authors' formulation of the new task of ""stylized abstraction"", in order for a work of this nature to be given a high rating the contributions has to go beyond ad-hoc tips and needs to show generality; automation, theory, or rigorous evaluation.
- The main contribution of the proposed workflow seems to be model independent firsthand, but authors do not show any other ablation studies with different models. It is noted that most open source VLM models do use either T5 or CLIP based encoders, but the proposed method hardcodes the number of tokens into their main text (e.g. 77 for CLIP), which limits the generality of the method. 
- There is limited to no analyses explaining why certain parts of their methods work, either on an engineering or theoretical level. There is no ablation study that isolate each component's contribution that go beyond select figures/tables.
- any additional ablations showing the strength of the proposed method (e.g. the select choice of attribute extraction and prompt compression) isolated from the given backbone models (InternVL/Flux) would be appreciated."
"['Innovation', 'Significance and Impact', 'Methodological Rigor']","['Computational Efficiency', 'Generalizability', 'Comparative Analysis']",MSQP0ML3Sc,RBuVfiOFvI,human,"This paper proposes 3D-LATTE, a method for instruction-based 3D editing that operates directly in the latent space of a 3D diffusion model (DiffSplat) rather than relying on 2D priors or score-distillation.
The authors introduce several mechanisms — 3D attention injection, geometry-aware regularization, frequency annealing, and a ControlNet-based enhancement step — to achieve high-fidelity and view-consistent edits.
1.Despite being labeled as “training-free,” the method involves a multi-stage, computationally heavy pipeline. It requires DDPM inversion of   3D gaussian Diffusion , Attention injection on 3D latent space, geometry-regularized update and spectural modulation, and also controlnet-tile iterative refinement using 2D diffusion. There process means significantly slower and memory-intensive editing compared to baseline methods. Although the paper proposes training-free strength, the complexity of the overall process might limit the proposed strength. To further prove the efficiency, compare the processing time and overall gpu requirement VRAM.

2. The evaluation dataset is tiny (20 objects × 3 edits), with simple text instructions (e.g., “add a crown”, “change shirt color”).
This does not convincingly demonstrate generalization across diverse 3D geometries or complex edits (e.g., structural deformation, material substitution). Comparisons are made only to 2D-prior-based baselines such as Vox-E or MVEdit, but not to other 3D-native diffusion editors (e.g., DiffGS, GaussianCube, or EditSplat). Hence, it is unclear whether the improvements arise from the 3D latent formulation or merely from using a stronger backbone. Also, there is no clue for evaluating actual edit performance such as geometric consistency using chanfer distance of volume Iou. 

3. When it comes to editing 3D object, I always have some questions. Why not use reversed approach, for example, given the 3D mesh, render multiview images and apply editing on the mutlview images (or only front view), and then apply Image-to-3D model on these images. 

4. What if the used segmentation model fails? What if the GPT-4o gives wrong prompt? As the method heavily relying on these third-party models, please show some failure cases or experimental evidence of using these models.

5. How to evaluate the performance gain from Frequency annealing?
No"
"['Comprehensive Evaluation', 'Efficiency', 'Simplicity and Accessibility']","['Generalizability', 'Comparative Analysis', 'Scalability']",d0UzdGPi0C,mdvLeMd8T7,human,"The work concerns inverse problems such as inpainting, where a model is trained over paired data to warm-start the inference time variational approximation as opposed to zero-shot variational posterior sampling and supervised diffusion for inference. The authors claim up to 32% inference time savings and data scarce training possibilities, in addition to robustness to OOD operators.
1. The work evaluates comprehensively using PSNR/SSIM. It also reports LPIPS, CMMD, shows qualitative samples, and evaluates (i) speed/quality tradeoff, (ii) low-data regime, and (iii) OOD degradations (new masks), covering decent breadth of evaluations.
2. The method is a simple addendum to existing approaches and demonstrates promising results under the chosen evaluation regime.
1. OOD robustness only works upon adding back the additional gradient steps, thus falling back on the behavior on MGDM.
2. Data scarce regime comparisons are only made to Palette which may not be suited for the 1% setting. Additional methods that target scarcity in data could be incorporated to enhance one of the work's core claim of data scarcity robustness. The bulk of the benefits appear to arise from the pre-training in the existing conditional denoisers and the MGDM's framework, which Palette doesn't have.
3. All experiments are limited to 64x64 image sizes in facial domain.
4. The authors could provide some insights into why the proposed amortization must preserve correctness and its limitations.
1. Could the authors provide insights into which steps lead to the time saving that is being observed?
2. How far is the amortized network's prediction from the optimal setup with full optimization?
3. Does the method generalize to larger images where MGDM struggles?"
"['Significance and Impact', 'Innovation', 'Comprehensive Evaluation']","['Methodological Soundness', 'Experimental Rigor', 'Generalizability']",QjcH0wAWX0,yAns9ibCaE,human,"This paper introduces ByteMorph, a comprehensive framework for instruction-guided image editing with a specific and novel focus on non-rigid motions. The authors identify a significant gap in existing research, where current datasets and models primarily excel at static, appearance-centric edits but fail to handle dynamic transformations such as camera viewpoint shifts, object deformations, and human articulations.
1. The paper tackles a well-defined and high-impact limitation of current image editing models. Non-rigid motion is a fundamental aspect of the visual world, and enabling instruction-based control over it is very important.

2.  Experimental results are comprehensive, which make this paper very solid.
My main concern is about the dataset construction. The entire training set (ByteMorph-6M) relies entirely on a synthetic pipeline (ChatGPT-4o and Seaweed).  I mean, 6.4M data comes from a single video generation model. This directly results in the dataset's quality being limited by the capabilities of this specific video model. It seems like that training on ByteMorph-6M is actually distilling Seawead. Specifically, if the Seawead model has systematic limitations in generating certain types of motion, the ByteMorpher model will inevitably learn these same flaws.
1. About Table 4 of the Ablation Study. The authors claim notable gains after fine-tuning on the ByteMorph-6M, but this point is not reflected in the Table.  Could the authors give more explanation?

2.  During the dataset construction, how to handle the generation failures? I mean, what if the video generation model (Seaweed) fails to follow the motion caption $C_m$? Is there any filter strategy?

3. Seed Data Diversity. The pipeline in Figure 2 begins with a frame from real video, which acts like a seed for the dataset generation. Therefore, the diversity of the entire 6.4M dataset (like the number of different objects) is highly dependent on the diversity of this initial seed set. Could the authors provide more details on these initial real-world frames (like the number, variety)?"
"['Theoretical Foundation', 'Practical Application', 'Relevance']","['Comparative Analysis', 'Experimental Rigor', 'Theoretical Justification']",kWTVvPwSsc,EQPfioF7c5,human,"LoRAtorio is a train-free framework for composing multiple LoRA adapters in text-to-image diffusion models. It leverages the observation that LoRAs deviate from the base model on in-distribution inputs but remain close on out-of-distribution ones, using cosine similarity between LoRA and base outputs in latent space to guide spatially weighted aggregation. The method also introduces a modified classifier-free guidance term to mitigate domain drift and supports dynamic, inference-time selection of relevant adapters. LoRAtorio achieves state-of-the-art performance, improving CLIPScore and human-evaluated visual quality across multiple diffusion architectures.
1. The authors propose spatially-aware similarity metric to use as a proxy for LoRA adapter's confidence, with sound theoretical motivation.
2. The authors extend the task of multi-LoRA composition to a dynamic module selection setting, which is a good, real-world skill composition scenario.
1. The first contribution seems to be incremental - MultLFG (2nd best method) proposes ""... training-free frequency-aware multi-LoRA merging. The key idea is to decompose LoRA-based noise predictions into frequency subbands and perform adaptive merging based on relevance scores."" (https://arxiv.org/pdf/2505.20525), whereas this paper proposes patched cosine distance instead of frequency subbands.
2. The second contribution - re-centering - is, per your results in Table 6a, only better by 0.01 (36.543 with vs 36.532 w/o) CLIPScore, on a limited ablation study (see Weakness 3), which makes me believe it does not improve anything. What are the standard deviations for these results?
3. You compare your method to 8 reference methods in Table 1, just 4 in Table 2 and only 2 in the rest (Table 3, 4, 5c/d). The 2nd best performing method (per Table 1), MultLFG, is only shown once and never mentioned again. Why is that?
4. Ablation study of the proposed method (Table 6) lacks the same detail as, for example, Table 1. It only analyzes 2 or 3 component scenarios (missing 4 and 5), only on one subset (anime), on one backbone (stable-diffusion-v1.5).
1. Could you extend the analysis of the weight matrix Ω? For example, I am wondering if taking the most dominant adapter's category per each patch could result in semantic masks appearing. Especially non global categories like character or object may be visible."
"['Innovation', 'Significance and Impact', 'Experimental Validation']","['Clarity', 'Experimental Rigor', 'Writing Quality']",7AxZugG8pD,4nOZBufbLC,human,"This submission proposes Count Bridges, a novel approach to finding a probability path between end-marginal distributions on integer values. This is partly achieved by modeling what resembles the diffusion term in an SDE as a difference of independent Poisson processes. 

Using an EM algorithm, the method is extended to the setting where the observations obtained from one of the marginals is an aggregate of samples, which then is used to solve important problems in biology. There are multiple real and synthetic data experiments in the paper.
This is one of the best papers I have read this year. The only reason I did not reward the submission with the highest presentation score is because some concepts were not explained/taken for granted (I discuss this in Weaknesses).

The originality and quality of the paper is top-class, especially considering the very clever use of the EM algorithm to solve the deconvolution problem. Furthermore, modeling probability bridges directly on the space of count data is of great importance in genomics and transcriptomics. Needless to say, Count Bridges can have a substantial impact on the field of computational biology *and* the method is novel, non-trivial and elegant. 

Although the results are missing error bars and the quantitative analysis of the results could be more thorough, Count Bridges are evaluated on multiple important biological tasks, outperforming for example a fine-tuned version of the DeepMind produced Enformer. 

Count Bridges will surely be an appreciated addition to the class of generative models by the ML community.
### Distinction to SBs
Why should Count Bridges not be considered as an instance of Schrödinger Bridges? SBs are not constrained to continuous measures, and there is no statement about why CBs are not SBs (there is instead a note on the connection between SBs and CBs in line 172).

I think this requires some clarity to avoid the risk of artificially distancing CBs from SBs in order to promote novelty.

### Clarity
Surprisingly, I was mainly concerned with the clarity in Sec. 3. I found that key concepts were not defined. 

* I found it quite frustrating that $\Lambda_{-}$,  $\lambda_{-}$,  $\Lambda_{+}$ and  $\lambda_{+}$ were not defined. The definitions/models for these should be in the main text.

* line 200: ""We employ the standard U-statistic estimator (Gneiting & Raftery, 2007; De Bortoli et al., 2025)."" This is not informative: do you mean that you use the weighting scheme as in De Bortoli et al. (2025)? They do not refer to their scheme as standard or a U-statistic **estimator**, nor do they reference Gneiting and Raftery so I could not figure out what the above sentence implied. 

*  ""Let $P^{\kappa}_\text{ref}$ be the joint induced by the birth-death kernel."" What is this kernel? It has not been defined at this point?

* The distributions and their parameters pop up in Proposition 3.1 without explanation of where and how they were derived. I found this information in the appendix, but the reader needs to be guided there.

### Related work
This is a minor, but I think DestVI might be worth mentioning in the context of ST deconvolution methods. Otherwise I believe the literature review is very comprehensive. Please double check how citations are delivered here, for instance the references between lines 309-310 after (CTMC) should be in parentheses. 

### Experiments
Are the results averaged over multiple runs? Or are these single runs? For a stochastic algorithm like Count Bridges I would expect to see error bars and reported averages.

### Typos
* line 45: adresss
* line 170: ""CUDA kernel implementing (Devroye, 2002)"". Either it should be **implementation** or described what in Devroye 2002 has been implemented.
* line 173: Léonard (2013) should be in parentheses. 
* JDS and RMSE are not defined properly. 
* line 360: The sentence ""STDeconvolve Miller et al. (2022)"" is on the loose.
* In the Applications section there is inconsistencies in how CBs are referenced: count bridges (line 366), CB, Count bridges and Count Bridges. 
* The introduced abbreviation CB is only used in Sec. 6.1?
* How do you choose $\Lambda_{-}$,  $\lambda_{-}$,  $\Lambda_{+}$ and  $\lambda_{+}$?
* Could CBs be used to find a bridge between pairs of bulk data distributions?
* Could CBs be used to find a bridge between pairs of unit-level data distributions? Where the unit-level counts are inferred using your EM algorithm?"
