strengths,weaknesses,review_id,submission_id,type,review_text
"['Practical Relevance', 'Clarity', 'Novelty']","['Related Work Gaps', 'Experimental Rigor', 'Baseline and Comparison Limitations']",7N01fAmhQS,y92AdeWHGm,human,"The paper studies online exploration for reinforcement learning from unlabeled prior video dataset. The authors propose to learn a structured latent representation of the video observation where the task progression corresponds to a steady, uniformly spaced latent vector from the initial state to the goal state. This representation space allows the states to be clustered into discrete categories, which then allows a backward planner to model the reverse transition probability for the clusters. With sample-based planning, the backward planner can generate a sequence of clusters from the goal state to the initial state and then guide the RL exploration using such generated plan (e.g., positive reward when the agent follows the plan and negative reward when it is off-track). The proposed method is evaluated on the Minecraft benchmark where it outperforms prior baselines that do not leverage such planning.
- The paper tackles online exploration from unlabeled prior video, which is a very challenging and important research direction.

- The paper is easy to read and the proposed method is well-motivated and described in great clarity.
- ""Current methods either rely on handcrafted prior cues or leverage annotated data to learn exploration guidance, which still suffers from annotation cost"": this is not true. There are many prior methods that do not use annotations (e.g., [1-4])

- Empirical results are a bit weak considering the complexity of the proposed method. In addition, I find the baselines to be a bit limited. How does the proposed method compare to standard model-based RL approaches? (e.g., DreamerV3 [10]) What about representation learning approaches (e.g., ICVF as also cited by the authors). 

- Table 2 reports the success rate of the forward searching performance. The success rate looks great but it tells little without a proper comparison. How does it compare to random exploration without planning? What about PPO with exploration reward bonus? 

- Discussions of important related work are missing. To list a few lines of work that I am more familiar with,
  - Curriculum learning [5]: much of the motivation of curriculum learning is similar to the motivation of the proposed method. Typical curriculum learning methods propose tasks with intermediate difficulties and learn to tackle them first before moving on to the hardest/target task that needs to be solved. Among them, [6] explicitly uses backward reachability curriculum similar to the proposed backward planning to guide learning. 
  - Model-based RL [7]: planning and search is commonly used in model-based reinforcement learning. Among these, backward planning (which is directly related to the proposed method) has also been explored  extensively (e.g., [8-9]). 

[1] Li, Qiyang, et al. ""Accelerating exploration with unlabeled prior data."" NeurIPS 2023

[2] Hu, Hao, et al. ""Unsupervised behavior extraction via random intent priors."" NeurIPS 2023

[3] Wilcoxson, Max, et al. ""Leveraging skills from unlabeled prior data for efficient online exploration."" ICML 2025

[4] Kim, Junsu, Seohong Park, and Sergey Levine. ""Unsupervised-to-online reinforcement learning."" arXiv preprint arXiv:2408.14785 (2024).

[5] Narvekar, Sanmit, et al. ""Curriculum learning for reinforcement learning domains: A framework and survey."" Journal of Machine Learning Research 21.181 (2020): 1-50.

[6] Ivanovic, Boris, et al. ""Barc: Backward reachability curriculum for robotic reinforcement learning."" 2019 International Conference on Robotics and Automation (ICRA). IEEE, 2019.

[7] Moerland, Thomas M., et al. ""Model-based reinforcement learning: A survey."" Foundations and Trends® in Machine Learning 16.1 (2023): 1-118.

[8] Goyal, Anirudh, et al. ""Recall traces: Backtracking models for efficient reinforcement learning."" arXiv preprint arXiv:1804.00379 (2018).

[9] Edwards, Ashley D., Laura Downs, and James C. Davidson. ""Forward-backward reinforcement learning."" arXiv preprint arXiv:1803.10227 (2018).

[10] Hafner, Danijar, et al. ""Mastering diverse domains through world models."" arXiv preprint arXiv:2301.04104 (2023).
N/A. Please see the questions above on the baselines (e.g., model-based methods, representation learning methods, basic exploration approaches)."
"['Practical Relevance', 'Comprehensive Analysis', 'Significance']","['Unverified Claims', 'Baseline and Comparison Limitations', 'Scope and Generalization']",mFxsg6g2O5,0ZRne2Nt8t,human,"The paper proposes two multi-stage generation pipelines for scientific Illustrations. If a context is available (as usual for scientific papers captions and texts), they (1) extract a description from the caption, (2) enrich it with details from the paper text, (3) generate an initial image, (4) reflect on the content and (5) edit the image, where every step is conducted by GPT. When context is scarce (like for generating a graphic for teaching scenarios), they first acquire context via web search. For analysis, they source 100 basic drawing questions for 5 scientific fields from PhD students and 220 caption-image pairs from SridBench. The 100 questions are proposed together with 5 multiple choice questions that can be answered from correct images. For the 220 images, the questions and answer options are generated by GPT5. Then, GPT5 is asked to answer the multiple choice questions based on the generated images. The ratio of correctly answered questions is reported as accuracy. Another metric is the ratio of images, where at least on question could be answered. They find that their pipeline provides improvements over plain prompting and open-source models.
- This is a very interesting and useful research topic for our community, as the successful image generation could save researchers and authors a lot of time.

- The paper provides many details on how their reported metrics will change if components of their pipeline will drop or are exchanged.
- I see the main weakness of the paper in using a rather unverified metric: asking GPT5 if questions (in >60% generated by GPT5) can be answered correctly based on the image. There is no human analysis whether GPT5 is able to perform this task correctly. Further, it is unclear, how the questions are distributed into correct and incorrect answers and whether the questions could also be answered without the image. The nature of the questions is also unclear, because the paper does not provide any examples. If the questions instead are of the nature ""does this image show X?"", the problem lies in the ability of GPT5 to check fine-grained image details. For example, the MAIG images that the paper presents in Figure 3 contain much more text, which might coax GPT5 into saying that content is actually represented. For example, for Meiosis, while the phases mostly follow the reference image, the things that are happening to the chromosomes inside the cells are largely without sense. The tree in Figure 5 has a lot of stray text like ""water absorption through roots"" at the top of the stem. DNA Ligase in Figure 6 is shown outside of the strand. In other words, while the images perhaps seem more correct in terms of visual similarity, important small details are missed, which could cause issues if the images were to be used in teaching, etc.. I suggest to (1) perform a human evaluation of some images, to see if the human accuracy matches that given by GPT5 and (2) to explore how biased the model is towards text shown in the images.

- While there is no human evaluation, the QA-based metric is also not compared to other potential metrics, like VQAScore with GPT backend. 

- On another note, ratings might be biased if images are generated and rated by GPT models. 

- Generally, it seems a bit unsurprising that a pipeline that is using much more resources on checking itself performs better. It would be interesting to contrast this with the costs of running the pipeline.

- I don't see the use-case for generating textbook illustrations without any changes. Given the power of current search engines, it would be much easier, to just find a matching image (perhaps also with an LLM). Also, it is unclear, to which degree the LLM will just reproduce memorized graphics

- As you describe, there are many works that consider Scientific Figure Generation. Perhaps, it would be interesting to compare how your pipeline will perform on these.
 
**Small things:**
- In line 456, you suddenly write GPT-o3
- I would suggest to use a different format for the variable names, as the text appears quite spaced out
- Tying in with the weaknesses, my question would be the same: Can you provide some examples of image - question pairs that were graded with GPT-5 as example?

- Also, do these questions have correct and incorrect options? If the latter is the case you should probably report the F1 score."
"['Thorough Evaluation', 'Methodological Soundness', 'Framework and Design']","['Clarity', 'Experimental Rigor', 'Novelty']",xFSm6P3Xj3,q0UEl3xAIZ,human,"The reviewed work evaluates a model-based reinforcement learning algorithm, ""Goal-Oriented Environment Inference"" on a two player zero sum game called ""Hol's der Geier"" (The Vulture Gets It). 

Much of the paper is concerned with explaining the game and common strategies for it. Then, it quickly introduces the problem of state reduction and describes the previously introduced Goal-oriented environment inference (GOEI) methodology.
- The authors seem to do a thorough job in investigating the dependence of the proposed methodology on the different parameters.
- The writing is overall not sufficient to convey the technical ideas. While a lot of real estate is spent on introductoy material, the core of the evaluated methodology is introduced hastily and with excessive amounts of vague language (""this approach is ensurred by Bayes theory in which Bayesian
inference is independent of the true causal direction."" or ""where P (·) represents true probability distribution, while the agent model is differently denoted by p(·) in the following.""

- The evaluation is limited, partly by being restricted to just a single game and partly by claiming success by virtue of achieving nominal performance only when playing against the Nash Equilibrium

- Even if it were executed perfectly, the contribution of investigating the performance of a known method on a single new game seems insufficient for an ICLR paper.
1. What do you mean by ""this approach is ensurred by Bayes theory in which Bayesian
inference is independent of the true causal direction."" ? 

2. What exactly is $p(s_t, o_t)$? What is ""The state reduction model'? 

3. You write 
""If an agent based on a reduced state representation could compete equally
well against the NE opponent, then the agent is considered to have successfully learned core information to win the game.""

Many Nash Equilibrium strategies amount to neutralizing the opponent's agency over the average outcome of the game (think, the 50-50 strategy in matching pennies). Thus, this claim seems fundamentally unjustified."
"['Innovation', 'Practical Relevance', 'Thorough Evaluation']","['Documentation and Presentation', 'Related Work Gaps', 'Methodological Strength']",DCWI1sW69N,jA3KmR18S7,human,"This paper proposes Successor Flow Features ($SF^2$), which uses flow-matching technique to approximate Successor Measure (SM). The authors design a linear decomposition of the vector field $u$, separating the time-conditioned and time-invariant components. The time-invariant part is viewed as the learned representation of state action pair and is used by downstream reinforcement learning algorithms. Experiments are conducted on DeepMind Control Suite, and the results demonstrate the superiority of the proposed algorithm.
1.	The linear decomposition of $u$ is the key innovation of this paper and provides a clear architectural insight. It is well-motivated, and both its efficiency and sufficiency are thoroughly discussed.
2.	The proposed method can be used as a plug-in module and can be integrated in a wide range of RL algorithms.
3.	The experiments are clear and comprehensive, covering effectiveness, hyperparameter sensitivity and efficiency. Experimental details are clearly organized in appendices, making them easy enough to be reproduced.
4.	Experimental results clearly demonstrate the superiority of the proposed algorithm over the baseline algorithms, which are strong enough.
1.	The presentation of this paper is not sufficiently clear (see Questions for details)
2.	The literature review is somewhat limited. For instance, the paper does not cite Agarwal et al. [1], “Proto Successor Measure: Representing the Behavior Space of an RL Agent” (arXiv:2411.19418, 2024), which appears to be highly relevant to the topic and should be discussed for completeness.
1.	Some of the notations used in this paper are not properly introduced. 

    a)	The notation of Successor Measure introduced in lines 135-136 is defined as a probability distribution over state sets, but it is used later as a probability distribution over states (lines 170-171).

    b)	The notation of $ODE(\cdot, \cdot)$ (line 187) is not clearly introduced as a function, although the ODE used by flow matching is described in line 104.
2.	It would be better to provide a complete version of RL training pseudocode in Algorithm 1. The current version includes only value loss, but omits policy loss, which is confusing.
3.	There are existing works that have employed successor measures for RL. The author is encouraged to emphasize the importance of integrating successor measures for online RL representation learning.
4.	The learned representation is only used as input to $Q$ function. Is there a way to allow the policy $\pi$ to also leverage the learnt representation?"
"['Practical Relevance', 'Relevance and Impact', 'Framework and Design']","['Documentation and Presentation', 'Theoretical Soundness', 'Methodological Strength']",4CZqylmILd,2CPHv8mWS4,human,"The authors evaluate the application of three RL algorithms, PPO, DPO, and GRPO, for four protein design tasks: inverse folding, antimicrobial peptide design, kinase mutation, and antibody optimization. Their results show that applying RL can lead to improved performance in these tasks, but also impact on other metrics such as diversity and a “shrinkage” metric.
1. The authors apply RL to refine pLMs for four different protein design tasks.
2. Results show the improved performance of RL methods compared to the base pLM model.
3. The research question is interesting and timely.
1. The authors mention that their framework offers a principled way to measure RL-PLM systems, but their evaluation is limited to a descriptive analysis, missing any theoretical analysis regarding these systems.
2. For the 4 tasks in Section 2, it is unclear which methods were implemented by the authors and which are the changes from the main references.
3. The quality of the Figures makes it hard to evaluate Section 3.
My initial recommendation is rejection based on the weaknesses mentioned above. My detailed comments are as follows.

Comments:

1. (lines 103-106) In the Introduction section, three key factors are mentioned: task difficulty, reward model accuracy, and policy model capacity. However, limited discussions are made in Section 3 to justify how these factors are chosen.
2. (lines 111-113) The authors mention a “principled way to measure the current RL-PLM systems” but the results are analyzed in a descriptive manner. Which methodology differences are made in the manuscript evaluation that support this sentence and that can be used for future RL-PLM systems?
3. Section 2: It is unclear which parts are taken from references, which methods are re-implemented, and the different characteristics of rewards and surrogates between different tasks, so that it is hard to draw conclusions about the performance of different methods in Section 3.
4. RL methods with different characteristics are evaluated: PPO, DDPO, GRPO. Their different characteristics influence the rewards that can be used, their training methodology, etc. More discussion regarding their differences is needed for a principled evaluation approach.
5. What does the axis mean in Fig. 3?
6. The quality of figures should be improved. The readability of Figures 4 and 5 is limited, which makes it hard to evaluate the results described in Section 3.
7. How can the results in Table 1 be interpreted? Are they averages for different RL methods?
8. For the inverse folding section 3.2, is ESMFold used both as a reward function and as the structure predictor used for evaluation?

Minor Comments (that did not impact the score):

1. Missing the definition of the acronym RL in line 81.
2. The writing quality of the manuscript is weak, with arguable terms like “transcend” and “gains additional power”.
3. Code is not available.
4. The paragraphs in lines 426-431 and lines 432-439 seem redundant."
"['Novelty', 'Real-World Applications', 'Theoretical Foundation']","['Theoretical Soundness', 'Clarity', 'Assumption Transparency']",pzGsrKslXk,VkQCMO8lna,human,"This paper proposes Adaptive Communication Range PPO (ACR-PPO), a scalable cooperative multi-agent reinforcement learning algorithm that adaptively adjusts each agent’s communication range under a cost budget. It is based on the spatial correlation decay concept proposed in the literature, and different from Qu 2020, it uses a PPO formulation as the objective. It formulates communication-aware decision-making as a constrained optimization problem and jointly optimizes a communication policy and a behavior policy. The paper provides theoretical guarantees of monotonic performance improvement even with limited communication. Experiments on traffic, power-grid, and vehicle-platooning benchmarks show that ACR-PPO maintains near-centralized performance while significantly reducing communication cost.
-	The definition of the time-varying range Q/V function is novel
-	The decomposition of the policy into a range-selection and then a control part is also novel. 
-	The proposed approach has diverse and interesting applications which are of value to this community.
My major concern is Lemma 1. Firstly, Lemma 1 does not say what rho is (which I believe should be gamma, the discounting factor, by looking at the proof). Then, looking at the proof in eq. (31), the second equality uses $\rho_{i,t} = \rho_{i,t}’$ for $t\leq \kappa$. This is not something that can be “required”. I think this is only true, if in the transition (eq. 1) and policy factorization, each agent only depends on 1-hop neighbors. If, for example, the transition and policy factorization depends on 2-hop neighbors, then $\rho_{i,t} = \rho_{i,t}’$ will be true up to $t\leq \kappa/2$ as each step the difference will propagate for 2 hops. Now that the authors are using a $\kappa$-hop dependence in the transition and policy, then $\rho_{i,t} = \rho_{i,t}’$ is only true up to t=1. 

I believe this is a major flaw of the paper. While I found the concepts to be interesting, I would suggest fixing this flaw before the next submission.
See weakness."
"['Innovation', 'Experimental Rigor', 'Relevance and Impact']","['Documentation and Presentation', 'Reproducibility Issues', 'Scope and Generalization']",FO4UtpKJEo,Zp2y9O3wEj,human,"Mini‑o3 is a multi‑turn visual search system that scales reasoning to tens of steps by combining a new Visual Probe dataset, an iterative cold‑start trajectory pipeline, and an over‑turn masking RL strategy that avoids penalizing responses hitting the turn limit. Trained with only six turns, it generalizes to longer test‑time trajectories where accuracy rises as the allowed turns increase, achieving state‑of‑the‑art results on visual search benchmarks.
- Mini-o3 achieves state-of-the-art performance on several visual search benchmarks, clearly outperforming previous open models. The improvement is from allowing the model to perform more reasoning turns. The over-turn masking method improves long-turn reasoning while keeping training efficient.
- The new Visual Probe dataset introduces difficult visual search tasks. Mini-o3 trained on Visual Probe has demonstrated some sort of trial-and-error reasoning.
- Missing details
    - The paper relies on an LLM judge for rewards, however the exact judging prompts/criteria are not fully specified in the main text.
    - The dataset difficulty splits (easy/medium/hard) are introduced and used in results but their criteria are only briefly mentioned. I would suggest the author to add more details on how the data split are decided.
    - Similarly, the cold‑start trajectory generation details (for example, exact prompts, hand-crafted in-context examples, acceptance filters) should be included in the main text or appendix.
- I wonder whether the authors have considered some other variants for over-turn masking
    - Mask only context-overflow instead of turn-overflow
    - Soft penalty instead of zero-mask for over-turn content
- Missing ablation of removing the DeepEyes portion or changing the ratio between VisualProbe and DeepEyes from the training to see how much the mixed-data balance matters.
- Interesting that ChartQA performance dropped after the RL training compared to Qwen2.5-VL. I am curious about what the authors think might be the reason? Is it because of the data domain used for RL training?
- Curious how much improvements on general perception benchmarks, like BLINK, and CVBench. and also spatial reasoning benchmarks, like SAT."
"['Novelty', 'Clarity', 'Innovation']","['Theoretical Soundness', 'Practical Relevance', 'Experimental Rigor']",b25yoLKhEz,PPkzchpdNK,human,"This work builds purtabated benchmarks to evaluate the robustness of mathematical reasoning LLMs using the proposed RIDE pipeline. RIDE differs from previous rule-based methods ('rule-based' in the paper means writing explicit rules in the prompt for LLM to synthesize a new question) in that:
(1) Their question rewriting model, RIDE-8B, is trained from Qwen3-8B with an SFT stage that distills from GPT-5 and a followed RL stage using an IRT(Item Response Theory)-based difficulty-ranking model as part of the source of the reward signal during GRPO training.
(2) Their prompt to generate purturbated questions do not explicitly contain any specific rules such as numerical variation. Instead, they only provide some general instructions such as to increase the difficulty, and not to turn the original problem into multiple sub-problems. 

The authors show that RIDE is superior to one rule-based counterpart (GSM-Plus prompting strategy) under the quality evaluation by GPT-5. After curation by human annotators/advanced LLMs on the RIDE-generated questions, they build and release RIDE-AIME and RIDE-AMC benchmarks and a training dataset DeepMath-RIDE.
Originality: (1) The question rewriting prompt is substantially different from the previous rule-based ones and allows strong LLMs to create more diverse problems than the rule-based counterparts.
(2) In order to mitigate the scarcity of student responses for training the difficulty-ranking model, this work proposes to use VAE/Sampling augmentation strategies to obtain extra IRT rows for better training.

Clarity: The RIDE pipeline is clearly stated and the overall workflow shown in Figure 2 is very easy to understand. Experimental setups are introduced with enough details.
1. The significance of using RL to train the model is not defended in the paper. It is important for the authors to show that the RL stage indeed improves the model performance to defend their contributions on the difficulty-ranking model used for providing reward signal. For example, adding extra rows in Table 2 to show the result of RIDE without IRT reward and RIDE without RL training stage would be ideal. 

2. The significance of building such benchmarks today seems not that clear to me. Since the ceiling of the difficulty of the rewriting question is not controlled, it is expected that the model performance will definitely decrease due to the increase of difficulty. As a result, it is not that easy to claim that the model is not robust simply because its performance degrades on RIDE-AIME/AMC. In contrast, the MATH-P-hard benchmark proposed in Huang et al. 2025 is a pure human-annotated purturbated dataset, so that they can make sure despite that the original solution paths are no longer applicable, the actual 'difficulty' of the question is not increased, which allows for focusing on the robostness of math reasoning only. 

3. There is no systematic analysis on how RIDE-8B tends to rewrite the original question. The paper only shows a case study in section 5.3. Adding a statistics on the types of rewriting for a certain quantity of sampled questions could help strenthen the argument.
My major concerns and questions have been proposed above in the weaknesses. Below are some extra questions on the details:
1. Can you please show the results of RIDE-Qwen3-1.7B and RIDE-Qwen3-4B on AIME-25? It is acceptable that the performance maintains or even degrades, I am just curious about whether the results are consistent.  
2. Why in Table 2, for AMC-23, the sum of average win rates of rule-based and RIDE is 99.68% rather than 100.0%?
3. The right panel of Figure 4 shows that the pass@n performance of Qwen2.5-Math-72B hardly increases as n increases from 1 to 8. This is quite out of my expectation since the Qwen2.5-Math technical report shows that maj@64 result has a clear margin over pass@1 result. Could you help explain this?"
"['Practical Relevance', 'Experimental Rigor', 'Methodological Soundness']","['Theoretical Soundness', 'Baseline and Comparison Limitations', 'Related Work Gaps']",w483OEQm1M,DvxnTiEM0T,human,"In multi-agent mixed-motive RL scenarios, the paper proposes to train a network to judge if other agents are defecting (defined based on whether the actions caused damage to other agents' rewards), and places punishment on such actions. Results show in 4 grid-based tasks, the method increases collaborative rewards.
1. Results show that the proposed method increases collective reward in mix-motive scenarios.
1. Interesting and reasonable ablation study on the effect of hyperparameters.
1. The definition of defection gets rid of access to other agent's internal information (such as their rewards, intentions), which makes sense in real-life domains where such information might be private.
1. The definition of defection, ""when the probability of ajt exceeds the mean, it indicates that agent jtends to favor actions unfavorable to the focal agent i’s payoff"", seems a bit arbitrary, and might over-punish any action to rationally optimize self rewards.  To answer this question, can you analyze mathematically how this definition rigorously distinguishes various mixed-motive cases, such as ""harm others to benefit oneself"" and ""benefit oneself while also benefiting others, but at a smaller scale compared to the benefit to oneself""? Similarly, how it treats ""harm others and harm oneselves as well, in cases where a harm is inevitable""? Or alternatively, do you have a mathematical description of what this definition equivalently captures so we can look at the expression and understand its mechanism, instead of the intuitive and subjective descriptions in lines 131-137?
1. The evaluation is only compared to 3 baselines by 2017. I wonder why various methods introduced in the related work section are not compared to. In specific, the authors mention ""However, experimental results, shown as in Figure 3, have shown that merely relying on such punishment action combined with standard Independent MARL methods often fails to promote cooperation in SSDs."". But these methods are not directly compared to, which makes the statement in lack of support.
1. grammar: line 131: ""µi outputs predict probability distribution ...""
1. It would be clearer to compare the various definitions of defections in related work or preliminaries, and how you chose yours. This is a core concept in the motivation, but only explained subjectively.
1. Any experimental validation on how accurately the defection awareness network correlates with other agents' defection intentions? This also helps clarify my previous questions on what the network really measures."
"['Novelty', 'Practical Relevance', 'Experimental Rigor']","['Baseline and Comparison Limitations', 'Efficiency Concerns', 'Experimental Rigor']",T4PGCowPJI,Q5H3NCy18S,human,"* This paper introduces SPACER, a novel framework for training realistic and human-like sim agents that combines RL and IL.
* The key idea is to have a lightweight, decentralized student RL policy that is anchored to a large pre-trained centralized teacher policy (reference model).
* The reference model is pre-trained to capture human driving data and provides a realism signal as a reward as well as a KL divergence term to the student during self-play.
* The KL divergence can be computed efficiently in closed-loop due to RL agent and reference model action space alignment.
SPACER achieves competitive realism scores with 50x fewer parameters and 10x faster inference as well as lower collision rates and superior reactivity in closed-loop planner evaluation
* This paper tackles an important practical problem: Creating sim agents that are realistic and human-like, yet, fast and cheap to run.
* The SPACER results are compelling: The small model performs well on WOSAC on the composite metric and clearly outperforms the baselines in collisions and offroad events.
* The ablation results clearly show the importance of the KL divergence term.
* The authors provide good examples of WOSAC weaknesses.
* VRUs are not controlled and follow logs, which is a significant shortcoming.
* Unclear benefits of the realism reward signal in the ablation. Also see my question below.
* While the RL agent inference is fast, training is expensive (first need to train a reference policy, then run inference on it during RL).
* The HR-PPO baseline is decentralized, which makes it weaker since SPACER can access a centralized reference model during training. A fairer comparison could be a centralized HR-PPO policy distilled into a decentralized one.
* The ablation shows that the realism reward signal provides hardly any benefit and only the KL term is critical. This result is surprising to me. Do you have an explanation for it? Did you study this more?
* How sensitive is your method to the size of the discrete action space?"
"['Theoretical Foundation', 'Experimental Rigor', 'Novelty']","['Clarity', 'Baseline and Comparison Limitations', 'Documentation and Presentation']",gOUN353p60,OT8beoc0W0,human,"This work proposes MAGPO, a Centralized Teacher with Decentralized Students (CTDS) approach for multi agent RL, that leverages a sequentially executed guider for joint coordinated exploration while constraining it to be close to the decentralized learner policies. The authors identify and aim to address two problems with previously proposed CTDS approaches: (i) training a centralized agent raises scalability issues; and (ii) under partial observability, the students may fail to replicate the teacher's behavior. MAGPO addresses both the scalability and policy asymmetry issues by learning a centralized, autoregressive guider policy that is constrained to remain aligned with decentralized learners policies. The authors prove monotonic improvement of MAGPO under tabular settings. The authors provide experimental results comparing MAGPO against CTCE and CTDE methods, as well as a vanilla implementation of on-policy CTDS, across several domains.
The paper features a good discussion of related work in Sec. 2.2. The paper seems to do a good job motivating the research gap it aims to address. The experimental protocol seems solid, with the authors performing multiple runs and reporting confidence intervals. The experimental results seem reproducible. The experiments are also extensive, considering several different environments. The authors provide an ablation study. The work appears to feature a sufficient degree of novelty, even though I am not very familiar with previously proposed CTDS approaches.
I think the clarity of the paper needs to be further improved in some places. While the experimental results seem to support that the proposed method outperforms pervious baselines, I'm not sure whether the included baselines are well-representative of the previously proposed works; namely, I wonder if the authors are properly comparing their method against previously proposed *CTDS* methods for MARL (see my questions for additional information regarding this matter). This is my main point of concern regarding the article.
- I think the authors should better emphasize since the beginning that they are focused on *autoregressive* policies. The authors should also note that autoregressive policies do not entirely cover the space of all possible joint policies.
- 176: ""Agents act sequentially, observing previous agents’ actions before choosing their own."" - I guess the authors wanted to say that the actions of the agents are jointly selected, right? Why are the actions *sequentially* selected? In centralized execution what matters is that they are *jointly* selected, even tough in practice some methods may sequentially select them. And, if the actions are jointly selected, then why the agents cannot solve this task in the first place? Even if the actions are sequentially selected, why is the third agent selecting 3 instead of 4 prior to the update?
- line 222: How is this KL distance minimized? I guess we minimize it under a given state distribution, right? Under which state distribution? I think this step needs to be further explained in the context of this article.
- Eq.2: I believe this equation needs to be better explained in the context of this article. Does this hold for any state $s$? I think $Q^{\mu_k}$ is the Q-function for policy $\mu_k$, but this is undefined in the article. D_KL is the KL-divergence? Maybe the authors could talk a bit more about Policy Mirror Descent in the background section of the work. I can see that later the authors specify the updates, but I believe the discussion should be clearer in the text close to eq. 2.
- I suggest the authors to find a way to group the different classes of methods in the plots in some way (so that it is easier to understand which class of methods, e.g., CTDE, CTDS, etc., a given line corresponds to). For example, CTCE can be plotted with a dashed line, CTDE with a solid line, etc. Because I think this could make it easier to interpret the plots.
- My key question regarding the experimental results is: as far as I understood, this work in not the first proposing a CTDS approach to MARL. Thus, I would expect the authors to also compare their method (MAGPO) against other CTDS approaches. I can see the authors compare against a CTDS approach, but does this baseline represents well the previously proposed approach for CTDS? Why not including other previously proposed CTDS methods as baselines?

Minor comments/typos:
- line 56: ""The guider policy allows agent to act sequentially conditioned on (...)"" - agent -> the agents?
- line 155: ""We compare three MARL frameworks:"" is duplicated."
"['Novelty', 'Theoretical Foundation', 'Experimental Rigor']","['Baseline and Comparison Limitations', 'Documentation and Presentation', 'Assumption Transparency']",u2pBapHjKy,Yu1ZsRlqeK,human,"The paper proposes Multi-Agent Reinforcement Fine Tuning (MARFT), which is a framework for optimizing LLM-based multi-agent systems. The authors develop two algorithms: MARFT-A (action-level) and MARFT-T (token-level). The method is theoretically supported and empirically validated.
- The formulation is original, and the idea to apply multi-agent RL for LLM agents is novel, to the best of my knowledge. 
- The use of Theorem 1 to justify the sequential nature of the system is sound. It provides a better understanding of the approach.
- The empirical study is showing that the prorposed approach is effective.
- If I understand the setting correctly, independent RL can also be applied.  Namely that each agent is not aware of the existence of the others. This can be a valid baseline to compare with but it is not shown in the experiments. Actually there is no baseline in the experiments other than the vanilla performance.

- Following the previous point,  it is therefore hard to evaluate the proposed approach without baselines. So at this moment I cannot tell how useful it is to formulate it at a multi-agent level (rather than single agents)

- Figure 3 contains way more information than is presented in the main contents. Concepts including Central Critic Head, Buffer, ""inst"" are not explained.  So I would suggest to either simplify the figure a lot, or provide more explanation in text.

- Minor: certain notations are missing definition. The advantage function in Theorem 1 is not formally defined.
- How sensitive is MARFT-A to the order of agent updates? In some cases certain agents can running in parallel rather than sequentially. For example, in figure 1, calendar agent and location agent can run at the same time. Although we can still model it as a sequential problem, does agent ordering affect stability or final performance?
- In section 5.5, do you mean the implementation is without vllm and sglang, and is it because they cannot be incorporated due to some technical issues?"
"['Framework and Design', 'Thorough Evaluation', 'Practical Relevance']","['Technical Depth', 'Related Work Gaps', 'Scope and Generalization']",lNTIqZ5fw8,IrGJvFKuX2,human,"The paper aims to address two issues in game generation: lack automated evaluation metrics and struggle with complex content. Specifically, this paper proposes AVR‑Eval, a relative, pairwise metric that compares two pieces of web‑based multimedia (games or animations) using audio‑visual recordings (AVRs) as inputs to an omni‑modal judge, followed by a text‑model review step. An ablation shows that multi‑round description → comparison and a text‑model review notably reduce failure modes. Besides, this paper proposes AVR‑Agent. In the first stage, the coding model selects which assets to use to produce the desired content given
the original description. In the second stage, the coding model is asked to generate the content based on the original description, chosen assets, general guidelines, and evaluation criteria. In the third stage, the content is improved over multiple steps including content description and feedback for the content. Empirical results demonstrate the effectiveness of the Agent and Eval.
1. Target an interesting goal in achieving automated game design.
2. Each component in the AVR-Eval or the AVR-Agent is evaluated carefully to demonstrate its effectiveness.
1. Overall the paper is very engineering for designing pipeline and prompts for AVR-Eval and AVR-Agent, and lack main technical contribution.
2. Not much related work being discussed in the paper so it's hard to place the paper in existing literature. 
3. While AVR‑Eval is intuitive and the ablation is convincing, there is no study of alignment with human raters.
4. The benchmark uses five game and animations. Many results may not carry to richer game loops, content pipelines, or larger engine use (e.g., asset streaming, physics edge cases, level generation at scale). 
5. The writing should be improved to better separate the discussion about approach and results.
N/A"
